,,Level 3pm (pieces/m3),-9999: No data,,,,,,,,,,
42.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
82.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
87.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
92.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
97.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
102.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,1,0.057,0.055,0.083,0.264,0.212,0.17,0.13,0.093,0.131,0.223,0.256,0.087
147.5,1,0.057,0.053,0.078,0.135,0.135,0.134,0.11,0.08,0.12,0.177,0.921,0.242
152.5,1,0.031,0.027,0.037,0.049,0.06,0.073,0.075,0.048,0.059,0.089,0.222,0.122
157.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,3,0.006,0.006,0.006,0.006,0.008,0.009,0.009,0.011,0.011,0.013,0.01,0.007
-167.5,3,0.009,0.009,0.01,0.01,0.013,0.014,0.014,0.015,0.016,0.019,0.014,0.01
-162.5,3,0.005,0.005,0.005,0.005,0.007,0.007,0.007,0.007,0.007,0.008,0.007,0.005
-157.5,3,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
-152.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-142.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-137.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-132.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-127.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-122.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-117.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-112.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-107.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,3,0,0,0,0,0,0,0,0,0,0,0,0
-92.5,3,0.001,0.002,0.001,0.001,0,0,0,0,0,0,0,0
-87.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-82.5,3,0.001,0.001,0.001,0.001,0,0,0,0,0,0,0,0
-77.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,3,0.021,0.019,0.02,0.024,0.035,0.036,0.027,0.023,0.024,0.026,0.023,0.024
-27.5,3,0.049,0.042,0.045,0.052,0.07,0.051,0.038,0.037,0.04,0.043,0.039,0.049
-22.5,3,0.082,0.071,0.076,0.087,0.075,0.04,0.033,0.033,0.035,0.038,0.037,0.05
-17.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,3,0.001,0.001,0.003,0.001,0,0,0,0,0,0,0.001,0.001
82.5,3,0.001,0.001,0.004,0.001,0,0,0,0,0,0.001,0.001,0.002
87.5,3,0.003,0.003,0.008,0.004,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.007
92.5,3,0.018,0.02,0.038,0.011,0.005,0.004,0.003,0.003,0.004,0.005,0.007,0.016
97.5,3,0.086,0.044,0.031,0.014,0.012,0.01,0.007,0.008,0.008,0.007,0.011,0.02
102.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
107.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,3,0.035,0.032,0.041,0.1,0.243,0.378,0.179,0.179,0.227,0.264,0.226,0.087
142.5,3,0.054,0.05,0.065,0.116,0.184,0.331,0.361,0.237,0.31,0.538,0.607,0.11
147.5,3,0.051,0.047,0.062,0.091,0.133,0.225,0.328,0.195,0.269,0.432,0.382,0.096
152.5,3,0.027,0.026,0.03,0.043,0.062,0.101,0.23,0.129,0.136,0.173,0.132,0.048
157.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,3,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,5,0.006,0.006,0.006,0.006,0.008,0.009,0.011,0.014,0.015,0.016,0.011,0.007
-167.5,5,0.008,0.008,0.008,0.008,0.011,0.013,0.015,0.018,0.019,0.019,0.014,0.009
-162.5,5,0.004,0.004,0.004,0.004,0.006,0.007,0.008,0.009,0.009,0.01,0.007,0.005
-157.5,5,0.001,0,0.001,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-152.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-147.5,5,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
-142.5,5,0,0,0,0,0,0,0,0,0,0,0,0
-137.5,5,0,0,0,0,0.001,0.001,0,0,0,0,0,0
-132.5,5,0,0,0,0,0.001,0.001,0,0,0,0,0,0
-127.5,5,0,0,0,0,0.001,0,0,0,0,0,0,0
-122.5,5,0,0,0,0,0,0,0,0,0,0,0,0
-117.5,5,0,0,0,0,0,0,0,0,0,0,0,0
-112.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-107.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-102.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-97.5,5,0.014,0.011,0.013,0.035,0.01,0.007,0.007,0.006,0.006,0.007,0.008,0.013
-92.5,5,0.02,0.008,0.011,0.012,0.004,0.003,0.003,0.003,0.003,0.003,0.003,0.007
-87.5,5,0.005,0.108,0.012,0.004,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002
-82.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-72.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-52.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,5,0.01,0.01,0.011,0.012,0.015,0.028,0.02,0.016,0.02,0.024,0.016,0.012
-27.5,5,0.021,0.021,0.023,0.025,0.032,0.049,0.027,0.023,0.031,0.045,0.03,0.025
-22.5,5,0.029,0.028,0.03,0.032,0.057,0.037,0.021,0.019,0.025,0.041,0.033,0.038
-17.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,5,0.001,0.001,0.006,0.001,0,0,0,0,0,0.001,0.002,0.001
82.5,5,0.001,0.001,0.003,0.003,0.001,0,0,0,0,0.001,0.004,0.002
87.5,5,0.003,0.003,0.006,0.012,0.002,0.001,0.001,0.001,0.001,0.002,0.01,0.005
92.5,5,0.007,0.009,0.02,0.042,0.006,0.004,0.003,0.004,0.004,0.007,0.12,0.01
97.5,5,0.012,0.016,0.036,0.029,0.037,0.026,0.019,0.02,0.02,0.02,0.029,0.012
102.5,5,0.003,0.003,0.007,0.013,0.027,0.013,0.008,0.008,0.018,0.055,0.011,0.004
107.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,5,0.032,0.033,0.039,0.061,0.104,0.2,0.28,0.177,0.203,0.427,0.148,0.05
147.5,5,0.034,0.033,0.04,0.055,0.086,0.151,0.501,0.203,0.259,0.49,0.115,0.048
152.5,5,0.019,0.019,0.022,0.029,0.042,0.063,0.192,0.175,0.201,0.299,0.063,0.026
157.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,5,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,7,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.003,0.003,0.003,0.002,0.001
-167.5,7,0.006,0.006,0.006,0.007,0.008,0.01,0.013,0.018,0.021,0.019,0.011,0.007
-162.5,7,0.003,0.003,0.003,0.003,0.003,0.004,0.005,0.007,0.008,0.008,0.005,0.003
-157.5,7,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0
-152.5,7,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001
-147.5,7,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.002,0.002,0.001,0.001
-142.5,7,0,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0
-137.5,7,0,0,0,0,0,0,0,0,0,0,0,0
-132.5,7,0,0,0,0,0,0.001,0,0,0,0,0,0
-127.5,7,0,0,0,0,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-122.5,7,0,0,0,0,0.001,0.001,0,0,0,0,0,0
-117.5,7,0,0,0,0,0.001,0.001,0,0,0,0,0,0
-112.5,7,0,0,0,0,0.001,0,0,0,0,0,0,0
-107.5,7,0,0,0,0,0,0,0,0,0,0,0,0
-102.5,7,0.049,0.049,0.06,0.104,0.1,0.062,0.062,0.052,0.049,0.053,0.119,0.071
-97.5,7,0.052,0.051,0.061,0.121,0.096,0.061,0.062,0.051,0.048,0.052,0.154,0.08
-92.5,7,0.018,0.016,0.021,0.057,0.022,0.016,0.016,0.014,0.012,0.013,0.037,0.031
-87.5,7,0.031,0.026,0.043,0.03,0.008,0.006,0.006,0.005,0.005,0.004,0.007,0.017
-82.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,7,0.001,0.001,0.001,0.002,0.003,0.004,0.002,0.003,0.002,0.002,0.003,0.002
-72.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-67.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-57.5,7,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
-52.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-47.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-42.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-37.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-32.5,7,0.001,0.001,0.001,0.001,0.002,0.003,0.005,0.002,0.004,0.004,0.002,0.001
-27.5,7,0.002,0.002,0.003,0.003,0.003,0.007,0.005,0.003,0.005,0.009,0.003,0.002
-22.5,7,0.003,0.003,0.003,0.003,0.004,0.035,0.003,0.002,0.004,0.014,0.004,0.003
-17.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-12.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-7.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-2.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
2.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
7.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
12.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
17.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
22.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
27.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
32.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
37.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
42.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
47.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
52.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
57.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
62.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
67.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
72.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
77.5,7,0,0.001,0.004,0.001,0,0,0,0,0,0.001,0.001,0.001
82.5,7,0.001,0.001,0.003,0.003,0.001,0,0,0,0,0.001,0.005,0.001
87.5,7,0.002,0.003,0.005,0.026,0.001,0.001,0.001,0.001,0.001,0.002,0.014,0.003
92.5,7,0.006,0.008,0.015,0.151,0.005,0.003,0.003,0.003,0.004,0.008,0.019,0.007
97.5,7,0.012,0.016,0.033,0.044,0.011,0.007,0.006,0.006,0.006,0.013,0.017,0.01
102.5,7,0.002,0.002,0.003,0.01,0.023,0.012,0.009,0.008,0.009,0.026,0.003,0.001
107.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
112.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
117.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
122.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
127.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
132.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
137.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
142.5,7,0.018,0.017,0.02,0.029,0.049,0.079,0.219,0.087,0.103,0.308,0.049,0.023
147.5,7,0.019,0.018,0.021,0.028,0.043,0.062,0.201,0.129,0.176,0.368,0.046,0.023
152.5,7,0.011,0.011,0.013,0.016,0.023,0.03,0.065,0.144,0.206,0.193,0.026,0.014
157.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
162.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
167.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
172.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
177.5,7,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-177.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-172.5,9,0,0,0,0,0,0,0,0,0,0,0,0
-167.5,9,0.003,0.003,0.003,0.003,0.004,0.004,0.005,0.008,0.01,0.008,0.004,0.003
-162.5,9,0.002,0.002,0.002,0.002,0.003,0.003,0.004,0.005,0.007,0.005,0.003,0.002
-157.5,9,0,0,0,0,0,0,0,0.001,0.001,0.001,0,0
-152.5,9,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.003,0.003,0.002,0.001,0.001
-147.5,9,0.001,0,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.001,0.001
-142.5,9,0.001,0.001,0.001,0.001,0.001,0.002,0.004,0.006,0.005,0.004,0.002,0.001
-137.5,9,0,0,0,0,0,0,0.001,0.001,0.001,0.001,0,0
-132.5,9,0,0,0,0,0,0.001,0.002,0.001,0.001,0.001,0,0
-127.5,9,0,0,0,0,0.001,0.001,0.002,0.001,0.001,0.002,0.001,0
-122.5,9,0,0,0,0,0.001,0.005,0.002,0.001,0.001,0.001,0.001,0.001
-117.5,9,0.001,0.001,0.001,0.001,0.002,0.005,0.002,0.001,0.001,0.002,0.002,0.001
-112.5,9,0.008,0.008,0.009,0.01,0.055,0.017,0.016,0.011,0.009,0.012,0.021,0.009
-107.5,9,0.033,0.035,0.04,0.048,0.581,0.055,0.073,0.047,0.035,0.045,0.086,0.036
-102.5,9,0.069,0.074,0.09,0.123,0.505,0.116,0.208,0.117,0.08,0.114,0.17,0.082
-97.5,9,0.071,0.077,0.093,0.135,0.499,0.141,0.327,0.141,0.092,0.136,0.175,0.084
-92.5,9,0.025,0.024,0.028,0.044,0.205,0.066,0.274,0.064,0.031,0.036,0.095,0.029
-87.5,9,0.006,0.007,0.01,0.022,0.017,0.01,0.021,0.008,0.005,0.005,0.017,0.008
-82.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-77.5,9,0,0,0,0,0.001,0.002,0.001,0.003,0.002,0.001,0.002,0
-72.5,9,0.031,0.022,0.029,0.055,0.057,0.043,0.038,0.062,0.119,0.506,0.193,0.038
-67.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
-62.5,9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
